id,last_scraped,days,host_since,country,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,Sydney
5853583,42828,733,42095,Australia,Entire home/apt,1,0,149,24,10,9,10,t,1
7638461,42828,612,42216,Australia,Private room,1,1,85,1,10,10,10,f,1
6902474,42828,2111,40717,Australia,Entire home/apt,1.5,5,180,9,9,10,9,f,1
10375930,42828,454,42374,Australia,Entire home/apt,1,2,115,13,10,10,10,f,1
4412505,42828,892,41936,Australia,Entire home/apt,1,1,250,37,10,10,9,t,1
10507482,42828,448,42380,Australia,Entire home/apt,5.5,5,1350,4,9,10,9,f,1
14636276,42828,856,41972,Australia,Entire home/apt,1,1,109,8,10,10,10,f,1
8869144,42828,539,42289,Australia,Entire home/apt,3,4,325,2,9,9,9,f,1
16406452,42828,504,42324,Australia,Entire home/apt,1,1,250,5,10,10,10,f,1
4674951,42828,880,41948,Australia,Entire home/apt,1,2,165,36,10,10,10,f,1
12801995,42828,740,42088,Australia,Entire home/apt,4,4,1000,0,,,,f,1
17847946,42828,491,42337,Australia,Private room,1,1,50,0,,,,f,1
14858521,42828,651,42177,Australia,Entire home/apt,4,4,300,5,8,10,8,f,1
10532048,42828,1214,41614,Australia,Entire home/apt,1.5,2,140,3,10,9,9,t,1
3429244,42828,1012,41816,Australia,Entire home/apt,2.5,4,750,0,,,,f,1
12211108,42828,366,42462,Australia,Entire home/apt,1,2,110,31,10,10,10,f,1
15029226,42828,202,42626,Australia,Entire home/apt,1,0,121,11,10,10,10,t,1
10048949,42828,1122,41706,Australia,Entire home/apt,2.5,3,250,26,10,10,10,f,1
16667642,42828,1125,41703,Australia,Private room,1,1,100,4,10,10,10,t,1
16536601,42828,124,42704,Australia,Private room,1,0,100,0,,,,t,1
9263173,42828,942,41886,Australia,Entire home/apt,1,0,125,22,10,10,9,t,1
15292553,42828,683,42145,Australia,Entire home/apt,1,3,201,0,,,,f,1
16144668,42828,705,42123,Australia,Entire home/apt,1,1,121,13,10,9,10,f,1
8476972,42829,562,42267,Australia,Entire home/apt,2.5,3,501,1,10,10,10,f,1
4872550,42828,834,41994,Australia,Entire home/apt,3,5,359,8,9,9,10,f,1
6645871,42828,857,41971,Australia,Entire home/apt,4,4,1450,1,10,10,8,t,1
7887606,42828,884,41944,Australia,Entire home/apt,2.5,4,1250,0,,,,f,1
16341847,42828,112,42716,Australia,Entire home/apt,1,1,128,1,8,8,8,t,1
9596812,42830,860,41970,Australia,Entire home/apt,2.5,3,451,0,,,,f,1
4221170,42828,2127,40701,Australia,Entire home/apt,2,4,551,1,10,10,10,f,1
9332433,42828,1428,41400,Australia,Private room,1,1,85,1,10,10,10,f,1
11825069,42830,393,42437,Australia,Entire home/apt,3,4,800,0,,,,f,1
14901822,42828,211,42617,Australia,Entire home/apt,2,4,901,0,,,,f,1
1665323,42828,1565,41263,Australia,Entire home/apt,2,3,195,84,8,10,8,f,1
15888388,42830,742,42088,Australia,Entire home/apt,3.5,4,1000,1,8,10,10,f,1
14013075,42828,948,41880,Australia,Entire home/apt,1,2,149,11,10,9,10,f,1
11361293,42828,525,42303,Australia,Entire home/apt,1.5,3,450,3,9,10,10,f,1
14379465,42828,1237,41591,Australia,Entire home/apt,1,1,105,22,10,10,10,f,1
15888489,42829,741,42088,Australia,Entire home/apt,2,4,1125,0,,,,f,1
16741736,42829,558,42271,Australia,Entire home/apt,2,4,499,0,,,,t,1
13591451,42828,1276,41552,Australia,Entire home/apt,2,4,450,2,10,9,10,f,1
8412341,42828,663,42165,Australia,Entire home/apt,1,1,100,147,10,10,10,f,1
12012009,42828,536,42292,Australia,Entire home/apt,2,2,395,30,9,10,9,f,1
15166118,42828,200,42628,Australia,Entire home/apt,1,2,180,3,9,10,10,f,1
15424796,42828,177,42651,Australia,Entire home/apt,1,3,220,0,,,,f,1
8743605,42828,545,42283,Australia,Entire home/apt,1,1,109,71,8,9,9,f,1
16278514,42828,446,42382,Australia,Entire home/apt,1,0,121,2,10,10,10,f,1
6648049,42830,870,41960,Australia,Entire home/apt,2,3,595,3,8,10,7,f,1
16676128,42829,580,42249,Australia,Entire home/apt,2,3,299,0,,,,t,1
16257195,42828,451,42377,Australia,Private room,1.5,1,75,0,,,,t,1
5922159,42828,727,42101,Australia,Entire home/apt,3,4,650,12,10,9,9,f,1
16055166,42828,1557,41271,Australia,Entire home/apt,2,3,600,0,,,,f,1
2057301,42828,1229,41599,Australia,Entire home/apt,2,1,250,1,10,10,10,f,1
6515505,42828,681,42147,Australia,Entire home/apt,1,2,248,1,8,10,10,f,1
4087271,42828,935,41893,Australia,Entire home/apt,1.5,3,475,0,,,,f,1
6251731,42828,904,41924,Australia,Private room,1,1,111,0,,,,f,1
6055151,42828,1414,41414,Australia,Private room,1,1,149,0,,,,f,1
4418460,42828,892,41936,Australia,Entire home/apt,1,3,350,91,10,10,9,f,1
12919979,42829,1687,41142,Australia,Entire home/apt,1,3,499,9,10,10,9,f,1
11105590,42829,859,41970,Australia,Entire home/apt,3,4,1608,0,,,,f,1
11265304,42828,1132,41696,Australia,Private room,1,1,85,3,10,10,10,f,1
11956827,42829,42829,,Australia,Entire home/apt,1,3,58,4,9,10,9,t,1
9333756,42828,593,42235,Australia,Private room,1,1,140,6,10,10,10,f,1
2645762,42828,1737,41091,Australia,Entire home/apt,1,1,201,2,6,9,8,f,1
8740611,42828,663,42165,Australia,Entire home/apt,2.5,5,1300,1,10,10,10,t,1
8875009,42828,538,42290,Australia,Entire home/apt,1,2,100,31,10,10,10,f,1
9137164,42828,951,41877,Australia,Entire home/apt,3,5,1143,1,10,10,10,f,1
9333855,42829,514,42315,Australia,Entire home/apt,1,1,149,42,10,10,10,f,1
15625322,42829,1411,41418,Australia,Entire home/apt,2,2,260,1,10,10,10,f,1
9330518,42828,1602,41226,Australia,Entire home/apt,1,4,700,40,10,10,9,f,1
17591456,42829,166,42663,Australia,Entire home/apt,1.5,2,149,1,8,10,10,f,1
5468934,42830,1716,41114,Australia,Entire home/apt,1,3,900,2,8,10,9,f,1
14970051,42829,207,42622,Australia,Entire home/apt,1.5,4,375,1,10,10,10,f,1
10317020,42829,458,42371,Australia,Entire home/apt,2,2,149,2,10,10,10,f,1
6840236,42828,658,42170,Australia,Private room,1,1,100,17,10,10,10,f,1
12414321,42829,445,42384,Australia,Entire home/apt,1,1,201,0,,,,f,1
16215415,42829,123,42706,Australia,Entire home/apt,1,0,139,5,10,10,10,f,1
1142151,42829,1441,41388,Australia,Entire home/apt,2,3,212,12,10,10,9,f,1
7368072,42829,629,42200,Australia,Entire home/apt,1,2,149,61,10,10,10,f,1
8940979,42829,1398,41431,Australia,Private room,1,1,201,4,10,10,9,f,1
9332490,42828,590,42238,Australia,Private room,1.5,2,149,9,10,10,10,t,1
5729730,42829,771,42058,Australia,Entire home/apt,1,1,225,29,10,10,10,f,1
11914814,42829,591,42238,Australia,Entire home/apt,1,0,149,2,10,10,9,f,1
9321440,42828,915,41913,Australia,Entire home/apt,2.5,4,849,3,10,10,10,f,1
15889515,42829,480,42349,Australia,Entire home/apt,2,4,950,7,9,10,9,f,1
9733442,42829,981,41848,Australia,Entire home/apt,1,3,435,0,,,,f,1
17657542,42829,24,42805,Australia,Entire home/apt,1,2,149,0,,,,f,1
15635317,42829,164,42665,Australia,Entire home/apt,1,3,260,4,,,,f,1
6057735,42829,2112,40717,Australia,Entire home/apt,1.5,6,650,35,,,,f,1
3648386,42829,989,41840,Australia,Entire home/apt,4,5,850,1,10,10,8,f,1
17332179,42829,783,42046,Australia,Entire home/apt,3,4,600,0,,,,f,1
15955981,42829,142,42687,Australia,Entire home/apt,2.5,4,600,1,10,10,10,f,1
13268998,42829,1455,41374,Australia,Entire home/apt,3.5,5,700,1,10,10,10,f,1
16349216,42829,113,42716,Australia,Entire home/apt,2,4,600,2,10,10,10,f,1
16578516,42830,386,42444,Australia,Entire home/apt,3.5,3,360,0,,,,t,1
5470490,42829,769,42060,Australia,Entire home/apt,1,2,220,49,10,10,10,f,1
16509318,42829,203,42626,Australia,Entire home/apt,1,3,135,0,,,,t,1
15199031,42830,1157,41673,Australia,Entire home/apt,2.5,3,349,9,10,10,10,f,1
9117473,42830,769,42061,Australia,Entire home/apt,2,4,451,1,10,10,8,f,1
14537503,42829,233,42596,Australia,Entire home/apt,1,0,91,25,10,10,9,t,1
11850609,42829,385,42444,Australia,Private room,1,1,120,28,10,9,10,f,1
11719551,42829,741,42088,Australia,Entire home/apt,3.5,3,750,0,,,,f,1
10867602,42829,1123,41706,Australia,Entire home/apt,1.5,1,130,9,10,10,10,f,1
14734333,42829,1685,41144,Australia,Entire home/apt,1,1,150,1,6,10,8,f,1
7926712,42830,596,42234,Australia,Entire home/apt,2,2,360,51,10,10,10,f,1
4379713,42829,897,41932,Australia,Entire home/apt,4.5,5,2850,1,10,10,8,f,1
15985502,42830,1347,41483,Australia,Private room,1,1,70,3,8,8,8,t,1
10343752,42829,456,42373,Australia,Entire home/apt,2,3,240,2,9,9,10,f,1
11720045,42829,741,42088,Australia,Entire home/apt,3,4,850,1,10,10,10,f,1
15455654,42829,1210,41619,Australia,Entire home/apt,3,3,1000,3,9,10,9,f,1
13531961,42829,305,42524,Australia,Entire home/apt,1,1,85,22,10,9,10,f,1
13227642,42829,325,42504,Australia,Private room,1,1,105,1,10,10,10,f,1
12113683,42829,2054,40775,Australia,Entire home/apt,2,4,418,0,,,,f,1
15956921,42829,1208,41621,Australia,Entire home/apt,2,4,551,0,,,,f,1
63795,42829,2311,40518,Australia,Entire home/apt,1,,150,35,10,10,9,f,1
9998257,42829,1127,41702,Australia,Private room,1,1,95,0,,,,f,1
7699446,42829,610,42219,Australia,Entire home/apt,2.5,4,800,4,10,10,10,f,1
17867783,42829,842,41987,Australia,Entire home/apt,2,3,296,0,,,,f,1
1743708,42829,1772,41057,Australia,Entire home/apt,1,1,240,11,9,9,8,f,1
637597,42829,2196,40633,Australia,Entire home/apt,3,3,750,0,,,,f,1
1759408,42829,1415,41414,Australia,Entire home/apt,3,3,501,0,,,,f,1
15498457,42829,1858,40971,Australia,Entire home/apt,3,6,551,0,,,,f,1
15702548,42830,953,41877,Australia,Entire home/apt,3,4,713,3,10,10,10,f,1
16086473,42829,133,42696,Australia,Entire home/apt,3,4,560,0,,,,f,1
17226123,42829,179,42650,Australia,Entire home/apt,2,4,200,0,,,,t,1
7699749,42829,609,42220,Australia,Entire home/apt,2,4,700,0,,,,f,1
12811576,42829,1186,41643,Australia,Entire home/apt,1,2,225,8,10,10,9,t,1
7203382,42829,638,42191,Australia,Entire home/apt,2,3,249,0,,,,f,1
2414043,42829,1141,41688,Australia,Entire home/apt,3.5,4,800,25,10,10,9,f,1
15847181,42829,185,42644,Australia,Entire home/apt,1.5,3,551,0,,,,t,1
13359767,42829,677,42152,Australia,Entire home/apt,3,3,374,1,,,,f,1
17029872,42829,1179,41650,Australia,Entire home/apt,3,3,526,0,,,,f,1
5298932,42829,794,42035,Australia,Entire home/apt,2.5,4,490,0,,,,f,1
9759343,42829,490,42339,Australia,Entire home/apt,1.5,1,110,15,10,10,10,f,1
16809666,42829,78,42751,Australia,Private room,1,1,60,0,,,,t,1
1104826,42829,1441,41388,Australia,Entire home/apt,1,1,169,123,10,10,10,f,1
13606830,42829,741,42088,Australia,Entire home/apt,3,4,700,0,,,,f,1
13032614,42829,357,42472,Australia,Private room,1,1,290,34,10,10,10,t,1
5078938,42829,819,42010,Australia,Entire home/apt,3,5,890,7,8,9,9,f,1
15326442,42829,860,41969,Australia,Entire home/apt,2,3,180,4,10,10,9,f,1
11698134,42829,392,42437,Australia,Entire home/apt,1,1,140,13,10,10,10,f,1
9100634,42829,526,42303,Australia,Entire home/apt,2,4,800,0,,,,f,1
646532,42829,2266,40563,Australia,Private room,1,1,150,56,10,10,10,f,1
15892586,42829,236,42593,Australia,Entire home/apt,2,4,800,0,,,,f,1
11763959,42829,388,42441,Australia,Entire home/apt,1,2,66,7,10,9,9,f,1
12157317,42829,369,42460,Australia,Entire home/apt,2.5,3,350,0,,,,f,1
11722483,42829,741,42088,Australia,Entire home/apt,3.5,3,1249,0,,,,f,1
1894061,42830,1365,41465,Australia,Entire home/apt,2,4,528,1,10,10,8,t,1
11532815,42830,415,42415,Australia,Private room,1.5,1,50,14,10,10,10,f,1
12681665,42829,1486,41343,Australia,Entire home/apt,1,2,180,4,10,10,10,f,1
9535997,42829,741,42088,Australia,Entire home/apt,2,2,499,0,,,,f,1
1469185,42829,1342,41487,Australia,Entire home/apt,1,1,201,23,10,10,9,f,1
14873381,42830,215,42615,Australia,Entire home/apt,2.5,4,930,0,,,,f,1
9536132,42829,741,42088,Australia,Entire home/apt,2,3,650,1,8,10,8,f,1
4760468,42829,867,41962,Australia,Entire home/apt,2.5,3,349,7,10,9,7,f,1
1016415,42829,1553,41276,Australia,Entire home/apt,1,2,140,107,10,10,10,t,1
17364278,42830,44,42786,Australia,Private room,3,4,687,0,,,,t,1
9742989,42830,888,41942,Australia,Entire home/apt,2,4,399,9,9,10,10,f,1
9217188,42829,520,42309,Australia,Entire home/apt,2,3,250,1,10,10,10,f,1
9667469,42829,495,42334,Australia,Entire home/apt,2,4,750,1,8,10,10,f,1
5861233,42830,737,42093,Australia,Entire home/apt,1.5,2,194,3,10,10,9,f,1
16810966,42829,296,42533,Australia,Entire home/apt,1,2,180,2,10,10,10,t,1
3535464,42830,1002,41828,Australia,Entire home/apt,2,3,579,25,10,10,9,f,1
16352578,42829,42829,,Australia,Entire home/apt,1,0,149,4,10,10,10,f,1
14776118,42829,1659,41170,Australia,Entire home/apt,2,3,526,0,,,,f,1
7439843,42829,972,41857,Australia,Entire home/apt,1,1,94,26,10,9,10,f,1
10389048,42829,455,42374,Australia,Entire home/apt,2.5,3,189,15,8,10,10,f,1
16287321,42829,201,42628,Australia,Entire home/apt,1.5,3,311,5,10,10,9,t,1
6981264,42829,943,41886,Australia,Entire home/apt,1,3,400,1,10,10,10,f,1
1747259,42830,1281,41549,Australia,Entire home/apt,1,2,407,11,9,10,9,f,1
17629475,42829,1007,41822,Australia,Entire home/apt,1.5,2,271,0,,,,t,1
17335729,42829,342,42487,Australia,Entire home/apt,1,1,141,0,,,,t,1
16221624,42829,122,42707,Australia,Entire home/apt,1,2,177,0,,,,t,1
1804682,42829,1421,41408,Australia,Entire home/apt,1,2,501,20,8,9,9,f,1
16287923,42829,118,42711,Australia,Entire home/apt,1,0,110,0,,,,t,1
4688081,42829,893,41936,Australia,Entire home/apt,2.5,5,950,4,9,9,9,t,1
16288409,42829,554,42275,Australia,Entire home/apt,2.5,3,501,0,,,,t,1
13405227,42829,312,42517,Australia,Private room,1.5,1,49,1,,,,t,1
4034847,42829,1143,41686,Australia,Entire home/apt,1,1,110,24,10,10,10,t,1
5672896,42829,952,41877,Australia,Entire home/apt,4.5,4,2140,0,,,,f,1
13537685,42829,293,42536,Australia,Entire home/apt,3,4,800,0,,,,f,1
7377137,42829,1021,41808,Australia,Entire home/apt,2,2,332,23,10,10,9,f,1
7310710,42829,631,42198,Australia,Entire home/apt,2.5,4,700,2,10,10,10,f,1
17798371,42829,1287,41542,Australia,Entire home/apt,2.5,4,191,0,,,,t,1
12817775,42829,2056,40773,Australia,Entire home/apt,2,3,551,3,10,10,9,f,1
8491821,42829,1312,41517,Australia,Entire home/apt,1.5,2,185,28,10,10,10,f,1
14128632,42829,256,42573,Australia,Private room,1,1,55,0,,,,f,1
14062674,42829,1210,41619,Australia,Entire home/apt,3,3,1100,0,,,,f,1
4560945,42829,874,41955,Australia,Entire home/apt,3,3,1090,1,10,10,10,f,1
17996004,42829,873,41956,Australia,Entire home/apt,2,3,572,0,,,,f,1
15734757,42829,839,41990,Australia,Private room,1,1,99,7,10,10,10,f,1
11769728,42829,1458,41371,Australia,Entire home/apt,2,2,395,4,8,10,9,f,1
16193945,42829,201,42628,Australia,Entire home/apt,1,2,212,6,9,10,10,t,1
17408492,42829,100,42729,Australia,Entire home/apt,1,1,120,1,10,10,10,f,1
17669827,42829,24,42805,Australia,Entire home/apt,1,0,135,2,10,10,10,t,1
13606701,42829,741,42088,Australia,Entire home/apt,1.5,3,300,0,,,,f,1
16621812,42829,949,41880,Australia,Entire home/apt,3,4,250,0,,,,f,1
16884007,42829,1101,41728,Australia,Entire home/apt,2.5,3,360,0,,,,f,1
13607236,42829,741,42088,Australia,Entire home/apt,3,4,1000,7,9,10,9,f,1
11049766,42829,1298,41531,Australia,Entire home/apt,1,3,440,2,10,10,10,t,1
16948029,42829,1303,41526,Australia,Private room,1,1,148,4,10,10,10,f,1
1090153,42829,1447,41382,Australia,Entire home/apt,2,4,501,2,6,9,7,f,1
5287956,42829,1517,41312,Australia,Entire home/apt,1,2,105,10,9,9,9,f,1
105938,42829,2165,40664,Australia,Entire home/apt,2,2,191,3,10,9,10,f,1
9352762,42829,616,42213,Australia,Entire home/apt,3,5,1000,0,,,,f,1
12762564,42829,685,42144,Australia,Entire home/apt,1,2,100,0,,,,f,1
4061470,42830,1716,41114,Australia,Entire home/apt,2,2,721,0,,,,f,1
16690157,42829,214,42615,Australia,Entire home/apt,1,2,204,3,10,10,10,t,1
4238194,42829,916,41913,Australia,Entire home/apt,2,4,501,2,10,9,8,f,1
16691236,42829,86,42743,Australia,Entire home/apt,1,2,134,2,10,10,10,f,1
4060060,42830,941,41889,Australia,Entire home/apt,1.5,2,180,17,10,10,9,f,1
7601951,42830,617,42213,Australia,Entire home/apt,1,0,239,78,9,10,9,f,1
587669,42830,1729,41101,Australia,Entire home/apt,2,3,501,40,10,10,10,f,1
14876067,42830,1318,41512,Australia,Entire home/apt,2,2,150,1,10,10,10,f,1
16315577,42830,360,42470,Australia,Entire home/apt,1,1,150,4,9,10,10,f,1
4061343,42830,1716,41114,Australia,Entire home/apt,1.5,3,1100,0,,,,f,1
10089559,42830,473,42357,Australia,Entire home/apt,1,1,451,0,,,,f,1
17593191,42830,488,42342,Australia,Entire home/apt,1,0,349,6,10,10,10,t,1
6707067,42830,1175,41655,Australia,Entire home/apt,2,4,399,1,10,10,10,f,1
12874512,42830,358,42472,Australia,Private room,1,1,290,27,10,10,9,t,1
11105823,42830,460,42370,Australia,Entire home/apt,4,4,600,8,10,10,10,f,1
7075458,42830,645,42185,Australia,Entire home/apt,1,3,150,3,8,9,9,f,1
4583751,42830,872,41958,Australia,Entire home/apt,3,5,991,3,10,10,10,t,1
15888712,42830,742,42088,Australia,Entire home/apt,2,3,825,0,,,,f,1
4320284,42830,1014,41816,Australia,Entire home/apt,1,1,151,92,9,10,9,t,1
15166461,42830,361,42469,Australia,Entire home/apt,4,4,1450,1,10,10,10,f,1
13102067,42830,742,42088,Australia,Entire home/apt,3,4,850,1,10,10,8,f,1
10146475,42830,1309,41521,Australia,Entire home/apt,2.5,4,600,0,,,,f,1
5958230,42830,727,42103,Australia,Private room,1,1,95,0,,,,f,1
5958038,42830,727,42103,Australia,Private room,1,1,95,0,,,,t,1
4582854,42830,875,41955,Australia,Entire home/apt,2,3,501,50,9,10,9,f,1
13313940,42830,308,42522,Australia,Private room,1,1,60,0,,,,t,1
4909159,42830,830,42000,Australia,Entire home/apt,1,1,120,3,10,10,9,f,1
3843731,42830,1108,41722,Australia,Entire home/apt,4,4,1850,1,10,10,10,f,1
4313316,42829,1084,41745,Australia,Entire home/apt,1,1,198,3,8,10,9,f,1
9757820,42829,490,42339,Australia,Entire home/apt,3.5,3,800,12,9,9,9,f,1
3731045,42830,982,41848,Australia,Entire home/apt,2,5,700,3,10,9,10,f,1
16246969,42830,232,42598,Australia,Entire home/apt,1,4,700,0,,,,f,1
4776917,42829,952,41877,Australia,Entire home/apt,2,3,349,9,10,10,9,f,1
9954091,42829,952,41877,Australia,Entire home/apt,2,5,600,1,10,10,10,f,1
17228105,42829,739,42090,Australia,Private room,1,1,49,2,10,10,10,f,1
9282768,42829,2849,39980,Australia,Private room,1,1,125,0,,,,f,1
7921785,42829,1303,41526,Australia,Entire home/apt,2,3,390,3,10,10,10,f,1
9100235,42829,1128,41701,Australia,Entire home/apt,2,4,191,0,,,,f,1
16039325,42829,1170,41659,Australia,Entire home/apt,1,2,501,0,,,,f,1
7986721,42829,592,42237,Australia,Entire home/apt,2,2,349,2,10,10,9,f,1
14473855,42829,502,42327,Australia,Entire home/apt,2,3,399,1,10,10,10,f,1
14735772,42829,1485,41344,Australia,Private room,2,1,85,3,9,10,10,f,1
7788891,42829,1153,41676,Australia,Entire home/apt,2,4,800,1,10,,,f,1
9492139,42829,747,42082,Australia,Private room,1,1,81,1,8,8,8,f,1
16242241,42829,123,42706,Australia,Private room,1,1,76,10,10,10,10,f,1
4903837,42829,867,41962,Australia,Entire home/apt,2,3,399,6,9,10,9,f,1
11260629,42829,810,42019,Australia,Entire home/apt,1,2,501,17,10,10,9,f,1
15651424,42829,162,42667,Australia,Entire home/apt,2.5,3,490,1,10,10,10,f,1
5231016,42829,793,42036,Australia,Private room,1.5,1,70,2,9,10,9,f,1
15847723,42829,511,42318,Australia,Private room,1,1,125,0,,,,f,1
17682547,42829,475,42354,Australia,Entire home/apt,1,1,120,2,10,10,10,f,1
16306288,42829,119,42710,Australia,Entire home/apt,1.5,2,150,0,,,,f,1
13225945,42829,313,42516,Australia,Entire home/apt,3,5,600,0,,,,f,1
9031586,42829,531,42298,Australia,Entire home/apt,2,2,380,8,10,10,10,f,1
14601990,42829,431,42398,Australia,Entire home/apt,3,3,1129,0,,,,f,1
5885652,42829,1000,41829,Australia,Entire home/apt,3,4,600,2,10,8,10,f,1
18010277,42829,4,42825,Australia,Private room,1,1,120,0,,,,f,1
5098784,42829,1696,41133,Australia,Entire home/apt,3,4,1750,20,8,10,8,f,1
10931410,42829,545,42284,Australia,Private room,1,1,85,0,,,,f,1
15060129,42829,201,42628,Australia,Entire home/apt,1,0,160,17,9,10,9,t,1
8506501,42829,598,42231,Australia,Private room,1,1,125,0,,,,f,1
2739990,42829,1093,41736,Australia,Entire home/apt,4,3,700,28,10,10,9,f,1
17944362,42829,13,42816,Australia,Entire home/apt,2,3,349,0,,,,f,1
5764929,42829,1135,41694,Australia,Entire home/apt,1,2,155,28,9,10,9,f,1
16042805,42829,136,42693,Australia,Entire home/apt,3.5,4,399,1,10,10,8,t,1
1095465,42829,2122,40707,Australia,Entire home/apt,1,2,120,20,10,9,9,f,1
8571561,42829,1398,41431,Australia,Private room,1,1,200,8,10,10,9,f,1
9094203,42829,528,42301,Australia,Entire home/apt,2,3,600,5,9,10,9,f,1
7849016,42829,920,41909,Australia,Entire home/apt,2,2,229,13,10,9,10,f,1
16433926,42829,106,42723,Australia,Entire home/apt,1,2,200,12,10,10,9,t,1
15778532,42829,329,42500,Australia,Entire home/apt,3,4,1000,1,,,,f,1
10078710,42829,618,42211,Australia,Private room,1,1,99,14,10,10,10,t,1
9980404,42829,952,41877,Australia,Entire home/apt,2.5,4,690,2,9,9,10,f,1
11127260,42829,1433,41396,Australia,Entire home/apt,3.5,4,950,0,,,,f,1
412078,42829,2207,40622,Australia,Entire home/apt,2,3,360,1,10,10,8,f,1
17942885,42829,644,42185,Australia,Entire home/apt,2,4,300,0,,,,f,1
16828583,42829,806,42023,Australia,Private room,1.5,1,75,6,10,10,9,f,1
14829674,42829,1308,41521,Australia,Entire home/apt,3,4,501,0,,,,t,1
4147205,42829,928,41901,Australia,Entire home/apt,2,2,290,13,10,10,10,t,1
16041803,42829,843,41986,Australia,Entire home/apt,1,1,130,15,10,10,10,t,1
8701756,42829,591,42238,Australia,Entire home/apt,2,3,501,3,9,10,10,t,1
13485771,42829,1355,41474,Australia,Entire home/apt,3.5,4,863,6,9,10,10,f,1
8865472,42829,959,41870,Australia,Entire home/apt,2,4,399,1,2,8,2,f,1
3917413,42829,958,41871,Australia,Private room,1,1,215,78,10,9,9,f,1
17811072,42829,342,42487,Australia,Entire home/apt,1,1,194,0,,,,f,1
16696776,42829,744,42085,Australia,Private room,1,1,141,4,10,9,9,f,1
1164589,42829,1421,41408,Australia,Entire home/apt,1,1,349,33,8,9,8,f,1
13156889,42829,951,41878,Australia,Private room,1,1,209,1,10,10,8,f,1
1098028,42829,2207,40622,Australia,Entire home/apt,2.5,3,360,5,9,10,10,f,1
9028535,42829,952,41877,Australia,Entire home/apt,1,2,169,11,9,9,8,f,1
15057845,42829,828,42001,Australia,Entire home/apt,2,4,296,7,10,10,10,f,1
8372369,42829,1316,41513,Australia,Entire home/apt,3,5,1200,0,,,,f,1
9617475,42829,1696,41133,Australia,Entire home/apt,8,8,3000,1,10,10,10,f,1
8241213,42829,772,42057,Australia,Entire home/apt,3,5,650,1,10,10,10,f,1
13287463,42829,1054,41775,Australia,Entire home/apt,2,3,700,0,,,,f,1
769911,42829,2200,40629,Australia,Entire home/apt,1,1,141,5,10,9,8,f,1
4833128,42829,989,41840,Australia,Private room,1,1,180,14,10,9,9,f,1
769873,42829,2200,40629,Australia,Entire home/apt,3,3,480,11,9,9,8,f,1
5684830,42829,861,41968,Australia,Private room,1,1,150,15,10,10,9,f,1
9420360,42829,519,42310,Australia,Entire home/apt,1,1,360,9,10,9,9,f,1
8764595,42829,646,42183,Australia,Entire home/apt,1,2,129,42,10,9,9,f,1
9419895,42829,845,41984,Australia,Entire home/apt,1,3,451,5,10,9,8,f,1
9813053,42829,487,42342,Australia,Private room,2,1,551,0,,,,f,1
5685025,42829,861,41968,Australia,Entire home/apt,3,4,750,0,,,,f,1
4617516,42829,1119,41710,Australia,Entire home/apt,1,2,160,17,10,10,9,f,1
16693884,42829,597,42232,Australia,Entire home/apt,2,2,250,11,10,10,10,f,1
9222765,42829,519,42310,Australia,Private room,1,1,210,0,,,,f,1
6076958,42829,716,42113,Australia,Entire home/apt,3,4,650,7,8,10,9,t,1
10074639,42829,1014,41815,Australia,Entire home/apt,1,1,201,39,10,10,10,f,1
2210285,42829,1177,41652,Australia,Private room,1,1,120,8,10,10,10,f,1
8134529,42829,653,42176,Australia,Entire home/apt,1,0,135,37,10,10,10,f,1
9222576,42829,800,42029,Australia,Entire home/apt,2,3,160,0,,,,f,1
12892503,42829,807,42022,Australia,Entire home/apt,4,5,1100,0,,,,f,1
17735492,42829,339,42490,Australia,Entire home/apt,1,1,185,0,,,,f,1
16949049,42829,524,42305,Australia,Entire home/apt,1,2,349,1,10,10,10,t,1
16300814,42829,456,42373,Australia,Private room,1,1,71,0,,,,t,1
16103804,42829,1086,41743,Australia,Entire home/apt,1,3,219,1,10,10,10,t,1
