id,last_scraped,days,host_since,country,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,Sydney
14473250,42829,1051,41778,Australia,Entire home/apt,2,2,198,0,,,,f,1
4708409,42829,1492,41337,Australia,Entire home/apt,1,1,176,44,10,10,10,f,1
11172884,42829,1466,41363,Australia,Private room,1,1,85,22,10,10,10,f,1
11303978,42829,944,41885,Australia,Private room,1.5,1,55,7,7,9,8,f,1
16146206,42829,193,42636,Australia,Private room,1.5,1,80,0,,,,f,1
17946780,42829,1056,41773,Australia,Entire home/apt,1,0,125,0,,,,f,1
16677226,42830,993,41837,Australia,Private room,2,1,95,5,10,10,10,f,1
14997645,42829,954,41875,Australia,Entire home/apt,1,3,340,43,9,10,9,f,1
7919747,42829,1322,41507,Australia,Private room,1,1,58,38,10,10,10,t,1
15101767,42830,486,42344,Australia,Entire home/apt,2,1,187,0,,,,f,1
4560057,42829,978,41851,Australia,Entire home/apt,1,0,119,27,9,10,9,f,1
16022637,42829,850,41979,Australia,Entire home/apt,1,2,250,1,10,10,10,f,1
11458735,42829,1098,41731,Australia,Private room,1,1,309,0,,,,f,1
15301692,42829,188,42641,Australia,Private room,1,1,38,3,7,10,9,f,1
3964040,42829,1043,41786,Australia,Entire home/apt,1,1,250,1,8,10,8,f,1
11327691,42829,917,41912,Australia,Entire home/apt,1,1,116,6,9,10,10,f,1
12376261,42829,1313,41516,Australia,Entire home/apt,1,1,179,70,9,10,9,t,1
14342364,42829,1279,41550,Australia,Entire home/apt,1,1,125,0,,,,f,1
16373998,42829,111,42718,Australia,Entire home/apt,1,1,148,21,10,10,9,f,1
6651040,42829,1581,41248,Australia,Entire home/apt,1,1,166,2,9,10,10,f,1
16366914,42830,272,42558,Australia,Entire home/apt,1,1,399,0,,,,f,1
16046333,42829,527,42302,Australia,Entire home/apt,1,0,129,17,10,10,10,f,1
11244742,42829,605,42224,Australia,Private room,1,1,66,1,,,,f,1
17333443,42829,859,41970,Australia,Entire home/apt,1,0,111,0,,,,f,1
9206149,42830,981,41849,Australia,Private room,1,1,100,2,10,10,9,f,1
4583810,42829,871,41958,Australia,Entire home/apt,1,0,69,0,,,,f,1
13270226,42829,378,42451,Australia,Private room,2,1,29,0,,,,t,1
13752666,42829,280,42549,Australia,Private room,1,1,100,2,9,10,10,f,1
14031376,42829,406,42423,Australia,Entire home/apt,2,3,431,0,,,,f,1
16743642,42829,664,42165,Australia,Private room,1,1,85,5,8,10,8,f,1
16243039,42829,1447,41382,Australia,Private room,1,1,100,2,7,10,9,f,1
17946959,42829,1255,41574,Australia,Entire home/apt,1,1,110,0,,,,f,1
6454509,42829,1581,41248,Australia,Entire home/apt,1,1,170,3,8,10,9,f,1
6169666,42829,876,41953,Australia,Entire home/apt,2,1,200,9,9,10,10,f,1
9795026,42829,2104,40725,Australia,Entire home/apt,1,1,130,3,9,10,9,f,1
12835241,42829,477,42352,Australia,Entire home/apt,1,1,91,3,10,10,9,f,1
6651153,42829,1581,41248,Australia,Entire home/apt,1,1,161,3,8,9,8,f,1
17333508,42829,2301,40528,Australia,Private room,1,1,75,2,10,10,10,f,1
17726744,42829,1106,41723,Australia,Private room,1,1,80,0,,,,t,1
15301914,42829,405,42424,Australia,Entire home/apt,1,0,89,5,9,10,8,f,1
16416038,42829,1285,41544,Australia,Entire home/apt,1,1,128,6,10,10,10,f,1
818471,42829,1585,41244,Australia,Entire home/apt,1,1,315,20,9,10,9,f,1
15915460,42829,977,41852,Australia,Entire home/apt,1,1,280,0,,,,f,1
556348,42829,2022,40807,Australia,Entire home/apt,1,1,215,0,,,,f,1
9334865,42830,1739,41091,Australia,Entire home/apt,2,2,399,0,,,,f,1
12311006,42829,719,42110,Australia,Private room,1,1,63,4,7,10,10,t,1
11500873,42829,1110,41719,Australia,Entire home/apt,1,1,100,0,,,,f,1
13466968,42829,490,42339,Australia,Private room,1.5,1,85,0,,,,t,1
9886193,42829,1098,41731,Australia,Private room,1,1,141,0,,,,t,1
17464669,42829,37,42792,Australia,Entire home/apt,2,2,299,0,,,,t,1
4145041,42829,949,41880,Australia,Entire home/apt,1,1,145,39,9,10,9,f,1
10911125,42829,645,42184,Australia,Entire home/apt,2,2,219,20,10,10,10,f,1
15121530,42830,203,42627,Australia,Private room,1,1,74,1,10,10,10,f,1
11828631,42829,385,42444,Australia,Private room,1,1,41,2,10,10,10,f,1
14187939,42829,1051,41778,Australia,Entire home/apt,2,2,246,9,9,10,9,f,1
16046692,42829,458,42371,Australia,Shared room,1,1,60,5,7,10,9,f,1
13425253,42829,869,41960,Australia,Private room,2,1,64,0,,,,t,1
8617383,42829,681,42148,Australia,Entire home/apt,1,1,140,83,10,10,10,f,1
6019699,42829,761,42068,Australia,Entire home/apt,1,1,121,0,,,,t,1
9862593,42829,933,41896,Australia,Entire home/apt,1,2,229,2,9,10,9,f,1
2284144,42829,1213,41616,Australia,Entire home/apt,1,1,275,0,,,,f,1
6019710,42829,1704,41125,Australia,Entire home/apt,1,2,280,1,10,8,10,f,1
6651338,42829,1581,41248,Australia,Entire home/apt,1,1,161,4,6,8,6,f,1
17464783,42829,37,42792,Australia,Entire home/apt,1,1,299,0,,,,t,1
16350670,42829,1733,41096,Australia,Entire home/apt,1,1,320,2,10,10,10,f,1
7503324,42829,1646,41183,Australia,Private room,1.5,1,50,0,,,,f,1
5995948,42829,1421,41408,Australia,Private room,1,1,180,142,9,10,9,t,1
16046744,42829,665,42164,Australia,Entire home/apt,1,0,109,5,10,10,10,f,1
17530341,42829,1618,41211,Australia,Entire home/apt,1,1,130,1,10,10,10,f,1
6871716,42829,915,41914,Australia,Entire home/apt,1,1,215,9,10,10,10,f,1
15498732,42829,399,42430,Australia,Entire home/apt,1,1,250,1,4,8,8,f,1
16088559,42829,133,42696,Australia,Private room,1,1,222,0,,,,f,1
11262636,42829,1345,41484,Australia,Entire home/apt,2,2,200,5,10,10,10,f,1
15695352,42829,802,42027,Australia,Private room,1.5,1,90,1,2,10,2,f,1
2218678,42829,1493,41336,Australia,Private room,1,1,95,43,10,10,10,f,1
16547325,42829,1313,41516,Australia,Entire home/apt,2,2,1100,0,,,,f,1
6650317,42830,1582,41248,Australia,Entire home/apt,2,2,225,1,10,10,10,f,1
17226472,42829,51,42778,Australia,Private room,1,1,55,1,10,10,10,f,1
16743960,42829,189,42640,Australia,Entire home/apt,1,2,269,11,9,10,9,t,1
17836687,42829,2113,40716,Australia,Entire home/apt,1,0,160,0,,,,t,1
16678430,42829,125,42704,Australia,Shared room,1,1,80,1,8,10,8,f,1
6651432,42829,1581,41248,Australia,Entire home/apt,1,1,161,0,,,,f,1
6454822,42829,1581,41248,Australia,Entire home/apt,1,1,170,1,10,10,8,f,1
17033821,42829,1528,41301,Australia,Private room,1,1,55,1,10,10,10,f,1
5862046,42830,1553,41277,Australia,Entire home/apt,1,0,141,8,10,10,10,f,1
16547392,42829,1001,41828,Australia,Entire home/apt,1,1,125,3,8,9,9,f,1
6790798,42829,663,42166,Australia,Private room,1,1,55,1,10,10,8,f,1
15331992,42830,1089,41741,Australia,Entire home/apt,1,1,155,2,10,10,10,f,1
16678491,42829,540,42289,Australia,Private room,1,1,104,5,10,10,10,f,1
15692441,42830,620,42210,Australia,Entire home/apt,1,0,116,1,,,,t,1
17724933,42829,963,41866,Australia,Entire home/apt,1,1,201,0,,,,f,1
15850277,42829,149,42680,Australia,Entire home/apt,2,2,495,0,,,,f,1
16219748,42829,1029,41800,Australia,Entire home/apt,1,1,201,0,,,,f,1
267536,42829,2101,40728,Australia,Private room,1,1,75,29,10,9,9,f,1
11501167,42829,769,42060,Australia,Entire home/apt,1,0,160,9,10,10,10,f,1
12457236,42829,1916,40913,Australia,Private room,2,1,80,2,10,10,10,f,1
9666153,42829,1099,41730,Australia,Private room,2,1,89,7,9,9,9,t,1
8614722,42830,604,42226,Australia,Private room,1,1,185,0,,,,t,1
4459434,42829,1686,41143,Australia,Private room,1,1,100,90,9,10,9,f,1
15978299,42829,2028,40801,Australia,Entire home/apt,1,2,261,2,10,10,8,f,1
10388637,42829,455,42374,Australia,Shared room,2,1,69,0,,,,f,1
15063916,42829,201,42628,Australia,Private room,1,1,60,14,10,10,10,f,1
8509638,42830,1124,41706,Australia,Private room,1,1,95,13,10,10,10,f,1
13163387,42829,316,42513,Australia,Entire home/apt,1,1,166,3,10,9,9,t,1
13163389,42829,316,42513,Australia,Entire home/apt,1,2,290,4,9,9,9,t,1
15653768,42829,231,42598,Australia,Entire home/apt,1,1,250,21,10,10,9,f,1
11825972,42830,961,41869,Australia,Entire home/apt,1,2,191,4,10,10,10,f,1
777112,42829,1608,41221,Australia,Private room,1,1,60,1,6,10,6,f,1
11026375,42829,1736,41093,Australia,Entire home/apt,1,1,121,8,9,10,9,f,1
17947558,42829,1700,41129,Australia,Entire home/apt,1,1,150,0,,,,t,1
16291103,42829,117,42712,Australia,Private room,2,1,64,3,6,9,9,f,1
16809653,42829,78,42751,Australia,Private room,1,1,90,2,8,10,10,f,1
17750946,42829,766,42063,Australia,Private room,1,1,91,0,,,,t,1
18013119,42829,1794,41035,Australia,Private room,1,1,100,0,,,,f,1
835531,42829,1842,40987,Australia,Entire home/apt,1,0,98,19,9,10,9,f,1
16243619,42829,1631,41198,Australia,Entire home/apt,1.5,2,183,1,10,8,8,f,1
16178126,42829,627,42202,Australia,Private room,3,1,70,2,8,10,9,f,1
17530603,42829,943,41886,Australia,Private room,1,1,400,2,7,9,9,f,1
10345445,42829,456,42373,Australia,Private room,2,1,91,28,10,9,10,f,1
8641495,42829,553,42276,Australia,Entire home/apt,2,1,80,0,,,,f,1
777184,42829,1608,41221,Australia,Entire home/apt,1,0,180,98,9,10,9,f,1
16833517,42829,129,42700,Australia,Entire home/apt,1,2,225,9,6,10,8,t,1
17792774,42829,1659,41170,Australia,Private room,1,0,110,3,8,9,9,t,1
16112633,42829,2106,40723,Australia,Entire home/apt,1,1,219,0,,,,f,1
5700098,42830,749,42081,Australia,Private room,2,1,75,3,10,10,10,f,1
15761200,42829,681,42148,Australia,Private room,1,1,80,11,10,10,10,t,1
16416566,42829,108,42721,Australia,Private room,1,,110,0,,,,f,1
6455098,42829,1581,41248,Australia,Entire home/apt,1.5,1,181,0,,,,f,1
10935365,42829,1611,41218,Australia,Shared room,1,1,50,2,10,10,10,f,1
9928520,42829,1777,41052,Australia,Entire home/apt,1,1,270,4,10,10,10,f,1
4882272,42829,833,41996,Australia,Private room,1.5,1,75,0,,,,f,1
12615534,42829,609,42220,Australia,Private room,1,1,64,1,10,10,10,f,1
6020208,42829,1373,41456,Australia,Private room,1,1,50,0,,,,f,1
16220022,42829,1102,41727,Australia,Entire home/apt,1,1,100,1,10,10,8,f,1
5299357,42829,854,41975,Australia,Entire home/apt,2,2,399,19,10,10,9,t,1
17792888,42829,439,42390,Australia,Entire home/apt,1,1,90,0,,,,t,1
11590817,42829,2225,40604,Australia,Entire home/apt,1,1,95,8,9,10,9,f,1
7988159,42829,592,42237,Australia,Entire home/apt,1,1,180,41,10,9,9,f,1
9797536,42829,487,42342,Australia,Entire home/apt,1,1,75,6,10,10,10,f,1
15129777,42829,1620,41209,Australia,Entire home/apt,1,0,80,3,10,10,10,t,1
7831457,42829,1390,41439,Australia,Private room,1,1,80,17,9,10,9,f,1
449750,42829,1813,41016,Australia,Private room,1,1,150,162,9,10,9,f,1
9334795,42830,1496,41334,Australia,Entire home/apt,1,1,100,2,8,8,8,f,1
5364954,42829,1227,41602,Australia,Entire home/apt,1,1,110,1,,,,f,1
10476759,42829,702,42127,Australia,Private room,1,1,105,35,10,10,10,f,1
16964825,42829,1959,40870,Australia,Entire home/apt,1,2,191,5,10,10,10,f,1
4805682,42829,1375,41454,Australia,Entire home/apt,1,0,169,29,9,10,9,f,1
15761347,42829,420,42409,Australia,Private room,1,1,66,9,10,10,10,f,1
6455256,42829,1581,41248,Australia,Entire home/apt,1,0,130,0,,,,f,1
10476822,42829,815,42014,Australia,Private room,1,1,169,0,,,,f,1
16220134,42829,123,42706,Australia,Private room,3,1,41,1,8,10,8,t,1
3005749,42829,1672,41157,Australia,Entire home/apt,1,1,85,2,10,10,9,f,1
14843882,42829,375,42454,Australia,Entire home/apt,2,2,300,32,10,10,10,t,1
6020413,42829,1715,41114,Australia,Entire home/apt,1,1,420,6,10,10,10,f,1
10911736,42829,1179,41650,Australia,Private room,1,1,80,1,10,10,10,f,1
13426021,42829,418,42411,Australia,Entire home/apt,1,2,148,52,7,9,8,t,1
6586367,42829,1462,41367,Australia,Private room,1,1,66,3,9,9,9,f,1
9566775,42829,1369,41460,Australia,Entire home/apt,1,1,275,0,,,,f,1
14671566,42829,226,42603,Australia,Entire home/apt,1,1,200,1,,,,f,1
9756003,42829,1179,41650,Australia,Entire home/apt,1,1,91,4,10,10,10,f,1
8025415,42830,1084,41746,Australia,Entire home/apt,2,2,349,0,,,,f,1
13271416,42829,928,41901,Australia,Private room,1,1,55,4,9,10,9,f,1
6455331,42829,1581,41248,Australia,Entire home/apt,1,0,128,4,8,10,9,f,1
9957416,42830,1589,41241,Australia,Private room,1,1,59,2,10,9,9,f,1
16089157,42829,1333,41496,Australia,Private room,2,1,85,0,,,,t,1
17292697,42829,387,42442,Australia,Private room,1,1,70,2,10,10,8,f,1
17423794,42829,1777,41052,Australia,Entire home/apt,2,3,349,0,,,,f,1
11108435,42829,594,42235,Australia,Private room,1,1,80,5,6,10,6,f,1
11656611,42829,808,42021,Australia,Private room,1,1,85,16,10,10,10,f,1
3325967,42829,1077,41752,Australia,Entire home/apt,1,1,140,11,9,10,9,f,1
6455392,42829,1581,41248,Australia,Entire home/apt,1,1,180,1,,,,f,1
1286416,42829,1391,41438,Australia,Entire home/apt,2,1,420,5,10,10,10,f,1
16351337,42829,118,42711,Australia,Private room,1,1,69,10,10,10,10,f,1
14712951,42829,875,41954,Australia,Private room,1,1,60,11,9,10,9,f,1
13467776,42829,297,42532,Australia,Private room,1,1,56,1,4,8,8,f,1
15719888,42829,160,42669,Australia,Entire home/apt,2,4,300,1,10,10,8,f,1
1957332,42829,1232,41597,Australia,Private room,1,1,127,20,10,10,9,f,1
6979734,42829,1681,41148,Australia,Private room,0.5,1,149,0,,,,f,1
11394547,42829,841,41988,Australia,Entire home/apt,1,1,200,3,9,10,9,f,1
17161694,42829,1091,41738,Australia,Private room,1,1,100,2,10,10,10,t,1
2982035,42829,1097,41732,Australia,Entire home/apt,1,0,140,16,10,10,9,f,1
6455470,42829,1581,41248,Australia,Entire home/apt,1,1,172,0,,,,f,1
11892319,42829,567,42262,Australia,Entire home/apt,1,1,160,1,10,10,4,f,1
16416940,42829,561,42268,Australia,Private room,1,1,135,3,10,10,10,f,1
15171769,42829,1434,41395,Australia,Entire home/apt,1,1,149,2,10,10,10,f,1
13598913,42829,441,42388,Australia,Entire home/apt,1,2,250,7,7,10,7,f,1
9100858,42829,934,41895,Australia,Entire home/apt,2.5,3,349,1,10,10,10,f,1
16548041,42829,1715,41114,Australia,Entire home/apt,2,1,800,0,,,,f,1
10739265,42829,684,42145,Australia,Private room,1,1,70,15,9,9,9,f,1
17531082,42829,1431,41398,Australia,Private room,1,1,121,3,10,10,10,f,1
9797837,42829,508,42321,Australia,Private room,1,1,160,1,10,10,8,t,1
8356076,42829,975,41854,Australia,Entire home/apt,1,1,149,1,10,10,10,f,1
14671431,42829,1715,41114,Australia,Entire home/apt,2,2,495,0,,,,f,1
16220383,42829,805,42024,Australia,Entire home/apt,1,1,180,24,10,10,10,t,1
11656789,42829,467,42362,Australia,Entire home/apt,1,1,179,11,10,10,10,t,1
14450926,42829,514,42315,Australia,Private room,1,1,400,2,10,10,10,f,1
8954340,42829,572,42257,Australia,Entire home/apt,1,1,60,1,,,,f,1
8356072,42829,1573,41256,Australia,Private room,2,1,50,32,7,9,8,f,1
15958245,42829,745,42084,Australia,Entire home/apt,1,1,107,1,8,10,10,f,1
16768620,42829,636,42193,Australia,Private room,1.5,1,60,1,10,10,10,t,1
11460224,42829,405,42424,Australia,Shared room,4,1,35,0,,,,t,1
15958308,42829,972,41857,Australia,Private room,1,1,75,4,9,9,9,f,1
17465659,42829,1637,41192,Australia,Entire home/apt,1,2,176,0,,,,f,1
6650477,42830,1582,41248,Australia,Entire home/apt,2,2,280,4,9,9,9,f,1
11829573,42829,1426,41403,Australia,Entire home/apt,1,1,145,2,10,10,10,f,1
7790239,42829,1090,41739,Australia,Entire home/apt,1,0,141,2,9,10,9,f,1
14147273,42829,429,42400,Australia,Entire home/apt,2,3,349,28,9,10,9,f,1
6455603,42829,1581,41248,Australia,Entire home/apt,1,1,156,0,,,,f,1
16441039,42829,417,42412,Australia,Entire home/apt,1,3,399,1,10,10,10,f,1
14016180,42829,263,42566,Australia,Entire home/apt,1,1,180,32,9,9,9,t,1
15892819,42829,526,42303,Australia,Private room,1,1,97,17,10,10,10,f,1
1629891,42829,1306,41523,Australia,Private room,1,1,79,11,8,9,9,f,1
8356193,42829,713,42116,Australia,Entire home/apt,1,1,249,3,9,9,10,f,1
16085094,42830,134,42696,Australia,Entire home/apt,1,0,99,6,10,10,9,f,1
16178907,42829,378,42451,Australia,Entire home/apt,2.5,3,451,4,9,10,10,f,1
11954921,42829,379,42450,Australia,Entire home/apt,1,1,60,4,10,10,10,f,1
3596014,42829,1574,41255,Australia,Entire home/apt,1,1,156,44,9,10,9,f,1
6455664,42829,1581,41248,Australia,Entire home/apt,2,2,210,2,7,7,7,f,1
11895147,42829,1064,41765,Australia,Entire home/apt,1,1,269,77,9,10,9,t,1
5816827,42829,737,42092,Australia,Private room,1,1,135,6,10,10,9,f,1
15589120,42829,672,42157,Australia,Private room,1,1,120,2,9,10,9,f,1
17227521,42829,1680,41149,Australia,Private room,1,1,91,0,,,,f,1
6530351,42829,1581,41248,Australia,Entire home/apt,1,2,155,4,9,9,9,f,1
6390168,42829,692,42137,Australia,Shared room,1,1,35,0,,,,f,1
7790340,42829,1090,41739,Australia,Entire home/apt,1,1,135,0,,,,f,1
501038,42829,1774,41055,Australia,Entire home/apt,1,1,91,203,10,9,10,f,1
17793442,42829,818,42011,Australia,Entire home/apt,1,2,149,0,,,,f,1
3006222,42829,1344,41485,Australia,Entire home/apt,1,2,191,19,9,10,9,f,1
12812727,42829,793,42036,Australia,Private room,1,1,110,13,9,10,9,t,1
16642926,42829,1217,41612,Australia,Entire home/apt,1,1,166,19,10,9,9,t,1
17269191,42829,49,42780,Australia,Entire home/apt,2,3,347,3,10,10,9,t,1
15859394,42830,1720,41110,Australia,Private room,1,1,64,11,10,10,10,t,1
7027828,42830,900,41930,Australia,Entire home/apt,1,2,196,15,10,10,10,f,1
16286231,42829,195,42634,Australia,Entire home/apt,1,1,121,27,9,10,9,t,1
13562321,42830,1398,41432,Australia,Entire home/apt,1,1,162,20,8,10,8,f,1
8380988,42829,1288,41541,Australia,Private room,1.5,1,85,67,10,9,10,t,1
15630913,42829,909,41920,Australia,Entire home/apt,1,0,121,3,10,10,10,t,1
11698734,42829,404,42425,Australia,Entire home/apt,2,3,185,23,9,10,10,f,1
14516769,42829,1313,41516,Australia,Entire home/apt,1,0,164,54,9,10,9,t,1
5469846,42829,1106,41723,Australia,Entire home/apt,1,1,98,3,8,10,10,f,1
17269322,42829,1969,40860,Australia,Entire home/apt,1,1,249,1,10,10,10,t,1
7438903,42829,720,42109,Australia,Entire home/apt,1,1,125,1,8,8,6,t,1
16482914,42829,2038,40791,Australia,Private room,1,0,130,2,10,10,10,f,1
13468279,42829,2375,40454,Australia,Entire home/apt,2,2,143,5,8,9,8,f,1
16745047,42829,881,41948,Australia,Entire home/apt,1,0,149,13,10,10,10,f,1
16548477,42829,1925,40904,Australia,Entire home/apt,1,2,210,3,9,10,10,t,1
5732002,42830,746,42084,Australia,Entire home/apt,2,2,95,0,,,,f,1
3965595,42829,982,41847,Australia,Private room,1,1,100,0,,,,t,1
15565465,42829,1046,41783,Australia,Private room,1,1,89,1,10,10,10,f,1
4358813,42829,1001,41828,Australia,Private room,1,1,92,7,9,10,8,t,1
12812962,42829,338,42491,Australia,Entire home/apt,2,2,110,1,6,8,8,f,1
14925384,42829,527,42302,Australia,Entire home/apt,1,0,102,29,10,10,9,t,1
1016503,42829,1472,41357,Australia,Entire home/apt,1,1,132,5,9,10,9,f,1
6582437,42830,1582,41248,Australia,Entire home/apt,1,1,162,2,7,10,8,f,1
16220847,42829,280,42549,Australia,Private room,2,1,66,1,10,10,10,f,1
15424010,42829,1487,41342,Australia,Entire home/apt,1,1,120,25,9,9,10,f,1
2401268,42829,1291,41538,Australia,Entire home/apt,1,2,150,7,9,10,9,f,1
16417476,42829,497,42332,Australia,Private room,1,3,52,1,10,10,10,f,1
2327229,42829,1370,41459,Australia,Entire home/apt,1,1,135,77,9,9,10,f,1
9798359,42829,637,42192,Australia,Entire home/apt,1,1,176,1,10,10,10,f,1
4358889,42829,993,41836,Australia,Private room,2,1,69,10,7,10,8,f,1
16679670,42829,797,42032,Australia,Entire home/apt,1,1,109,6,9,10,9,t,1
3900144,42829,1775,41054,Australia,Entire home/apt,1,,210,47,9,10,9,f,1
17597175,42829,525,42304,Australia,Private room,2,1,55,1,,,,f,1
14844666,42829,1721,41108,Australia,Private room,1,1,138,26,10,10,10,f,1
9601784,42829,501,42328,Australia,Private room,1,1,80,79,10,9,9,f,1
16548631,42829,629,42200,Australia,Private room,1.5,1,56,1,10,10,10,f,1
10126101,42829,469,42360,Australia,Entire home/apt,1,0,128,26,8,10,9,f,1
9282628,42829,1413,41416,Australia,Private room,1,1,150,0,,,,f,1
12682014,42829,966,41863,Australia,Private room,1,1,48,5,8,9,10,f,1
6914854,42829,655,42174,Australia,Private room,1,1,75,34,10,10,10,f,1
10581689,42829,1728,41101,Australia,Private room,1,1,121,15,10,10,10,f,1
16089901,42829,693,42136,Australia,Private room,1,1,69,0,,,,f,1
6454611,42830,1582,41248,Australia,Entire home/apt,1,1,167,1,4,10,8,f,1
9667405,42829,1457,41372,Australia,Entire home/apt,1,1,160,16,9,9,8,f,1
8373169,42830,2130,40700,Australia,Entire home/apt,2,3,200,1,10,10,10,f,1
3769178,42829,1450,41379,Australia,Entire home/apt,2,3,160,4,8,9,9,f,1
5022943,42829,814,42015,Australia,Entire home/apt,1,1,155,8,10,10,10,f,1
16360677,42829,921,41908,Australia,Entire home/apt,2,3,554,9,10,10,10,f,1
14491328,42829,236,42593,Australia,Entire home/apt,2,2,245,27,8,9,8,f,1
17999084,42829,488,42341,Australia,Entire home/apt,1,1,150,0,,,,f,1
10191753,42829,1581,41248,Australia,Entire home/apt,1,1,161,1,10,10,10,f,1
11102500,42829,2120,40709,Australia,Entire home/apt,1,1,176,3,10,10,10,f,1
13363100,42829,1110,41719,Australia,Private room,1.5,1,90,2,9,10,9,f,1
14841590,42829,608,42221,Australia,Entire home/apt,1,1,125,6,9,8,10,f,1
7570343,42829,1218,41611,Australia,Entire home/apt,1,1,201,7,9,10,10,f,1
10484700,42829,1202,41627,Australia,Private room,3,1,55,1,10,10,10,f,1
14189498,42829,252,42577,Australia,Shared room,8,1,45,16,7,10,9,f,1
9995212,42829,1203,41626,Australia,Entire home/apt,1,1,281,0,,,,f,1
10396496,42829,461,42368,Australia,Private room,1,1,59,10,9,9,9,f,1
13365572,42830,2122,40708,Australia,Private room,1,1,141,0,,,,f,1
4883406,42829,42829,,Australia,Entire home/apt,1,2,197,105,10,10,9,t,1
7590691,42830,708,42122,Australia,Entire home/apt,1,0,91,24,10,10,10,f,1
17003445,42830,70,42760,Australia,Entire home/apt,1,1,100,1,10,10,10,f,1
15693563,42829,407,42422,Australia,Entire home/apt,1,2,450,3,9,10,8,f,1
17002280,42830,65,42765,Australia,Private room,1,1,75,1,10,10,10,t,1
14841612,42829,272,42557,Australia,Entire home/apt,2,2,311,23,10,10,10,t,1
17854983,42830,1249,41581,Australia,Shared room,1.5,1,35,0,,,,f,1
10057497,42829,1381,41448,Australia,Entire home/apt,1,1,130,10,10,10,10,f,1
15136320,42830,766,42064,Australia,Entire home/apt,1,2,399,1,2,10,10,f,1
5014795,42829,1974,40855,Australia,Entire home/apt,1,2,180,12,10,9,9,f,1
7439629,42829,1284,41545,Australia,Entire home/apt,1,1,140,11,9,9,9,f,1
12027151,42829,817,42012,Australia,Private room,1,1,60,3,5,9,9,f,1
4093513,42830,937,41893,Australia,Private room,2,1,60,0,,,,f,1
10254115,42829,462,42367,Australia,Shared room,2,1,90,1,2,2,2,f,1
15500580,42829,2043,40786,Australia,Private room,1,1,119,12,9,9,9,f,1
11568438,42829,913,41916,Australia,Entire home/apt,1,2,260,4,8,10,8,f,1
17466680,42829,789,42040,Australia,Entire home/apt,1,1,169,0,,,,f,1
17466682,42829,58,42771,Australia,Private room,2,2,60,0,,,,f,1
1341183,42829,1370,41459,Australia,Private room,1.5,1,90,220,9,10,9,f,1
11190498,42829,1737,41092,Australia,Entire home/apt,1,2,195,4,10,10,10,f,1
15566175,42829,253,42576,Australia,Entire home/apt,1,0,111,6,10,10,10,t,1
4106027,42830,935,41895,Australia,Entire home/apt,2,2,300,56,10,10,10,f,1
14283303,42830,260,42570,Australia,Entire home/apt,1,1,219,1,10,10,10,f,1
13006635,42829,327,42502,Australia,Entire home/apt,0,0,45,33,,,,f,1
10257790,42829,461,42368,Australia,Entire home/apt,1,1,300,0,,,,f,1
10061148,42829,473,42356,Australia,Entire home/apt,1,2,208,91,9,10,9,t,1
4157766,42830,1801,41029,Australia,Private room,1,1,85,158,9,10,9,f,1
16221618,42829,122,42707,Australia,Entire home/apt,1,2,250,0,,,,t,1
13993389,42829,265,42564,Australia,Private room,2,1,52,0,,,,f,1
17466827,42829,210,42619,Australia,Entire home/apt,1,0,107,3,9,10,10,f,1
11568582,42829,790,42039,Australia,Entire home/apt,1,1,168,45,,,,f,1
6418766,42830,690,42140,Australia,Private room,1,1,45,0,,,,f,1
10847725,42829,508,42321,Australia,Entire home/apt,1,0,90,4,5,9,8,f,1
16580060,42830,94,42736,Australia,Private room,1,1,60,1,8,10,10,t,1
17466877,42829,1069,41760,Australia,Entire home/apt,1,1,250,1,10,10,10,f,1
8619544,42829,1568,41261,Australia,Entire home/apt,2,2,495,0,,,,f,1
5408282,42829,42829,,Australia,Entire home/apt,1,0,72,0,,,,f,1
